Flag ID,Content URL,Platform,Content Type,Rule Name,Rule Version,Status,AI Ruling,AI Confidence,AI Reasoning,Content Source,Timestamp,Context Text,Mismatch,Band,Analyst Notes
875d1c5d-ddf0-410a-8e95-0e008b71d02c,https://www.youtube.com/watch?v=-bs_y16kTNo,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,violation,0.95,The image clearly displays a Chase Sapphire Reserve card. No advertising partnership disclosure with Chase is present in the visual content.,Image,,"SAPPHIRE RESERVE, D. BARRETT",,0.90-0.99,Unknown Rule
9a737282-2d0d-47bf-b0c3-0035b9c6a858,https://www.youtube.com/shorts/gFoHTpsVeHQ,YOUTUBE_SHORTS,YouTube Short,Card Name Precision Rule,1.0,PENDING,compliant,1.0,The Card Name Precision Rule is not applicable in the title because the full card name with trademark is not mentioned.,Caption/Description,,✌️Double discounted flights to Europe with credit card points,,1.00,
25999207-182d-4f2c-99ec-24aac5356ba4,https://www.youtube.com/watch?v=2lPvOiLHoNQ,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,compliant,0.95,"The image shows the Capital One Venture X and Savor cards. The description includes a disclaimer stating ""Advertiser Disclaimer: Some of the card links and other products that appear on this website are from companies for which John Liang will earn an affiliate commission or referral bonus. This means that if you click on one of the product links, I may receive a commission."" which covers the advertising partnership disclosure.",Image,,"Capital One Venture X, Capital One Savor.",,0.90-0.99,Unknown Rule
ea131088-faa2-48fe-9e32-00773b88ae2d,https://www.youtube.com/shorts/PKccx5nIGbk,YOUTUBE_SHORTS,YouTube Short,Card Name Precision Rule,1.0,PENDING,compliant,1.0,"The card ""Chase Ink Business Preferred® Credit Card"" is not mentioned in the title.",Caption/Description,,↗️Bilt points got more valuable,,1.00,
a02a855c-d7bd-4683-a3b2-f2e5372bc3b7,https://www.youtube.com/watch?v=WoyZyz2yUeE,YOUTUBE,YouTube Video,Welcome Offer Accuracy Rule,1.0,PENDING,compliant,0.93,"The transcript mentions ""100,000 points after spending $5,000 in the first 3 months of account opening"" which provides the offer amount, spending requirement, and timeline.",Caption/Description,,"""So in this video, let's go over the top credit card offers that I'm seeing right now that you might or might not know about. Starting with the first offer here, which is the 100,000 point signup bonus on the Chase Sapphire Preferred. Now, this is an offer that you probably have heard of by now, just because everyone out there has been talking about it. And the reason why it's getting so much attention lately is just because we really don't see Chase offer bonuses this high anymore, especially on a credit card that only has a $95 annual fee. So, with this offer, you're going to be able to earn 100,000 points after spending $5,000 in the first 3 months of account opening.""",,0.90-0.99,
106d42b5-6d18-4aa5-9d2e-8c51bedaadc1,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,violation,0.93,"The title mentions ""Chase Points"" but does not include the full card name ""Chase Sapphire Preferred® Card"" with trademark symbol.",Caption/Description,,7 Ways to Earn Chase Points SO FAST You’ll Freak Out.,,0.90-0.99,
1053957f-75e2-40cc-80cf-8abf7dfe92a3,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,violation,0.93,"First mention of Chase Sapphire Preferred card should be the full name with trademark. The description says ""Chase Sapphire Preferred (you can only have 1 open at a time)"".",Caption/Description,,The Chase Sapphire Reserve or Chase Sapphire Preferred (you can only have 1 open at a time) paired with one of the Chase Freedom-branded cards (like the Chase Freedom Flex or Chase Freedom Unlimited) make for a really powerful setup (we often call this the Chase Trifecta if you’re using 3 Chase credit cards together).,,0.90-0.99,
dc698c2c-ee27-44ba-a3b5-b68f983dec2c,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Welcome Offer Accuracy Rule,1.0,PENDING,violation,0.7,"The description refers to ""Chase Sapphire Preferred 100K Offer"" but does not include the spending requirement and timeline. Confidence is lowered because it is unclear if the offer is still valid.",Caption/Description,,"CHASE LINKS
🔵 Chase Sapphire Preferred 100K Offer: https://markscreditcards.com/refercha...
🔵 Chase Refer A Friend: https://www.chase.com/referafriend/ca...",,0.70-0.89,
9ee9c205-ca13-44e4-8831-38e6bcc96668,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Welcome Offer Accuracy Rule,1.0,PENDING,violation,0.7,"The transcript refers to ""The Chase Sapphire Preferred is running a best offer of the year right now to earn 100,000 points after spending $5,000 on purchases in the first 3 months."" This is a welcome offer and includes the spending requirement and timeline. However, it is unclear whether the statement ""This offer is definitely crazy and it won't be around very long"" is still accurate.",Caption/Description,00:10,"Chase Sapphire Reserve will allow you to earn 60,000 bonus points after spending 00:10:1,920 00:10:1,920 00:10:3,760 00:10:3,760 00:10:5,440 00:10:5,440 00:10:7,440 00:10:7,440 00:10:9,360 00:10:9,360 offer. It won't be around very long, and it is ridiculous. The Chase Sapphire Preferred is running a best offer of the year right now to earn 100,000 points after spending $5,000 on purchases in the first 3 months.",,0.70-0.89,
e309a3ab-1714-4611-a06d-273da0d71337,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Marketing Bullet Verbatim Rule,1.0,PENDING,compliant,0.15,"The transcript discusses various ways to earn points, but it doesn't directly quote or attempt to verbatim state any of the marketing bullets for the Chase Sapphire Preferred® Card.",Caption/Description,00:10,"Chase Sapphire Reserve will allow you to earn 60,000 bonus points after spending 00:10:1,920 00:10:1,920 00:10:3,760 00:10:3,760 00:10:5,440 00:10:5,440 00:10:7,440 00:10:7,440 00:10:9,360 00:10:9,360 offer. It won't be around very long, and it is ridiculous. The Chase Sapphire Preferred is running a best offer of the year right now to earn 100,000 points after spending $5,000 on purchases in the first 3 months.",,0.00-0.49,
b80cfee2-4e8b-4ad6-9281-69045458bd0c,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,compliant,0.93,"The description contains an advertising disclosure: ""This site is part of an affiliate sales network and receives compensation for sending traffic to partner sites, such as YourBestCreditCards.com, My Wealth Wallet, and others. This compensation may impact how and where links appear on this site. This site does not include all financial companies or all available financial offers."" This satisfies the Advertising Partner Disclosure Rule.",Caption/Description,,"Disclosure: The thoughts, opinions, and information presented are those of the creator. This site is part of an affiliate sales network and receives compensation for sending traffic to partner sites, such as YourBestCreditCards.com, My Wealth Wallet, and others. This compensation may impact how and where links appear on this site. This site does not include all financial companies or all available financial offers. The content in this video is accurate as of the recording / posting date.",,0.90-0.99,Unknown Rule
f2f588e8-ca37-43d6-9569-b45198639738,https://www.youtube.com/watch?v=LGUzZ1nY-yo,YOUTUBE,YouTube Video,Annual Fee Transparency Rule,1.0,PENDING,compliant,0.15,"The transcript mentions the Chase Sapphire Preferred card, but does not mention the annual fee.",Caption/Description,00:10,"Chase Sapphire Reserve will allow you to earn 60,000 bonus points after spending 00:10:1,920 00:10:1,920 00:10:3,760 00:10:3,760 00:10:5,440 00:10:5,440 00:10:7,440 00:10:7,440 00:10:9,360 00:10:9,360 offer. It won't be around very long, and it is ridiculous. The Chase Sapphire Preferred is running a best offer of the year right now to earn 100,000 points after spending $5,000 on purchases in the first 3 months.",,0.00-0.49,
c71decc8-96f5-4120-a402-ec2bac6fd2e5,https://www.youtube.com/watch?v=WoyZyz2yUeE,YOUTUBE,YouTube Video,Annual Fee Transparency Rule,1.0,PENDING,compliant,0.93,"The annual fee is clearly stated as ""$95 annual fee"" so the annual fee transparency rule is met.",Caption/Description,,"""And the reason why it's getting so much attention lately is just because we really don't see Chase offer bonuses this high anymore, especially on a credit card that only has a $95 annual fee.""",,0.90-0.99,
087ad3f3-5f8e-4718-a192-1428423e874e,https://www.youtube.com/watch?v=WoyZyz2yUeE,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,violation,0.93,"The description mentions ""Daniel Braun will earn an affiliate commission or referral bonus. Daniel Braun is part of an affiliate sales network and receives compensation for sending traffic to partner sites, such as CreditCards.com."" but does not mention advertising partnership with Chase.",Caption/Description,,"""DISCLAIMER: Some of the card links and other products that appear on this website are from companies which Daniel Braun will earn an affiliate commission or referral bonus. Daniel Braun is part of an affiliate sales network and receives compensation for sending traffic to partner sites, such as CreditCards.com. This compensation may impact how and where products appear on this site (including, for example, the order in which they appear). This site does not include all credit card companies or all available credit card offers.""",,0.90-0.99,Unknown Rule
d6fc033f-4f39-41e2-8e8b-99efd0945cbe,https://www.youtube.com/watch?v=-bs_y16kTNo,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,compliant,0.93,"The first mention of the card ""Chase Sapphire Reserve"" includes the full name.",Caption/Description,,"""In reality, I only ever put spend on two of their credit cards. The Chase Sapphire Reserve, which is my daily driver, mainly for dining purchases, as well as the Chase Inc. Unlimited, which is a card I use for my miscellaneous business expenses.""",,0.90-0.99,
3f81f104-2cff-4a2b-8040-ebcd903ccd1f,https://www.youtube.com/watch?v=-bs_y16kTNo,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,compliant,0.93,"Subsequent mentions of the card name use abbreviations like ""Sapphire Reserve"".",Caption/Description,,"""So considering I could only get 1.25 to five through the portal with the preferred. I would opt to transfer my points directly to Southwest now that I have the Chase Sapphire Reserve and Southwest points are getting devalued a bit.""",,0.90-0.99,
ee3890e0-5457-43dd-b797-7bca86b2b473,https://www.youtube.com/watch?v=-bs_y16kTNo,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,compliant,0.93,"The card name is mentioned as ""Chase Sapphire Reserve""",Caption/Description,,"""Not only do I get a higher redemption rate at 1.5 cents per point through the portal, but since Southwest treats that as a cash booking on their end, I also will earn Southwest miles for that booking. I'll earn qualifying flights towards status and I'm still able to use my Southwest companion pass. So, it's like a winwin winwin, I guess. And that's exactly why I'm so fond of using their portal for my domestic redemptions. Outside of the portal though, most people would probably assume that I use my ultimate rewards points for highclass international flights since that's where they're best utilized, but I've actually never done""",,0.90-0.99,
ee8b644c-d6f4-44fc-8faf-15a23c8671fa,https://www.youtube.com/watch?v=-bs_y16kTNo,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,compliant,0.93,"The card name is mentioned as ""Chase Sapphire Reserve""",Caption/Description,,"""With that card, I'd not only boost my cash back simple point redemption rate to 1 cent per point through their business checking account, which I have, and that's how I would""",,0.90-0.99,
eafa4915-3b5b-42ed-b1a6-5ce34def14d6,https://www.youtube.com/watch?v=hVIHBJjf-5Q,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,violation,0.93,The rule is not applicable since there is no mention of Chase or any related products in the title.,Caption/Description,,7 Money Habits That Keep You Stuck (And Broke!),,0.90-0.99,Unknown Rule
49930eef-701e-4a98-89d3-35dbd9a438f9,https://www.youtube.com/watch?v=hVIHBJjf-5Q,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,violation,0.93,The rule is not applicable since there is no mention of Chase or any related products in the description/caption.,Caption/Description,,"In this episode of the Personal Finance Podcast, we are going to talk about the 7 money habits that keep you stuck and broke.

How Andrew Can Help You:

Join The Master Money Newsletter where you will become smarter with your money in 5 minutes or less per week Here https://bit.ly/3RSGhUH
Learn to invest by joining Index Fund Pro https://bit.ly/3Q6NajL ! This is Andrew’s course teaching you how to invest!
Watch The Master Money Youtube Channel! https://bit.ly/45pgXZm
Ask Andrew a question on Instagram   / mastermoneyco   or TikTok https://www.tiktok.com/
Learn how to get out of Debt by joining our Free Course https://mastermoney.co/debt-course/
Leave Feedback or Episode Requests here. https://mastermoney.co/contact/
Car buying Calculator https://expert-hustler-605.kit.com/d3...

Thanks to Our Amazing Sponsors for supporting The Personal Finance Podcast.",,0.90-0.99,Unknown Rule
d68c37e5-08ae-4601-a419-52155a9125b2,https://www.youtube.com/watch?v=hVIHBJjf-5Q,YOUTUBE,YouTube Video,Unknown Rule,,PENDING,violation,0.93,The rule is not applicable since there is no mention of Chase or any related products in the transcript.,Transcript,00:00,"00:00:4,480 00:00:6,319 00:00:6,319 00:00:7,600 00:00:7,600 after it.",,0.90-0.99,Unknown Rule
8344a536-0296-4d49-8ac7-c1e7a0a62cde,https://www.youtube.com/watch?v=ax-Z8Mo9bA0,YOUTUBE,YouTube Video,Card Name Precision Rule,1.0,PENDING,violation,0.93,"The first mention of the product should include the full card name with trademark symbols, but it is missing in the description.",Caption/Description,,My Top Credit Cards: https://danielbraun.me/BestCreditCards,,0.90-0.99,
78a98dcd-6b99-4592-a5a4-e063c3c9a420,https://www.instagram.com/p/CuUzKRBReB3/,instagram,Sidecar,Card Name Precision Rule,1.0,PENDING,compliant,0.93,"The first mention of the card is ""Chase Sapphire Reserve®"" which includes the full card name with trademark symbol.",Caption/Description,,Flash forward 4 years and our European dream came true thanks to points and miles!,,0.90-0.99,
